crime_id,crime_type,criminal_name,crime_time,place_of_crime,jail_entry_date,bail_granted,duration_of_imprisonment,co_criminals,motive,latitude,longitude,date_of_crime
182,Assault,Pooja Mehta,22:09:00,Kodambakkam,2016-05-11,No,1 year,Anita Sharma,Financial Gain,8.786956729341204,78.19530372948661,04/02/2016
183,Cyber Crime,Deepak Choudhary,00:31:00,Velachery,2022-07-08,Yes,2 years,Suresh Iyer,Political,8.736038852187596,78.13164140528171,22/12/2022
184,Assault,Deepak Choudhary,20:24:00,Kodambakkam,2023-11-10,Yes,1 year,Mohan Verma,Political,8.783840094981871,78.12677328306424,22/11/2022
185,Kidnapping,Nikita Sinha,00:45:00,Kodambakkam,2016-07-15,Yes,2 years,Deepak Choudhary,,8.700901106225611,78.15938574819317,11/07/2019
186,Assault,Nikita Sinha,12:24:00,Velachery,2024-12-02,Yes,3 years,Suresh Iyer,Personal Feud,8.762612278864495,78.17436648118516,11/06/2019
187,Kidnapping,Deepak Choudhary,22:57:00,Purasawalkam,2024-07-21,No,1 year,Mohan Verma,Revenge,8.710426805681095,78.18639396006613,23/10/2022
188,,Amit Joshi,10:09:00,Anna Nagar,2017-01-13,No,,Suresh Iyer,Self-Defense,8.78202285153309,78.15595680520782,17/12/2015
189,Murder,Vikram Rao,15:54:00,Anna Nagar,2021-02-15,Yes,10 years,Suresh Iyer,,8.719138361064138,78.1953555321133,16/10/2020
190,Drug Possession,Amit Joshi,22:02:00,Mylapore,2017-09-13,Yes,2 years,Anita Sharma,Political,8.761869835013092,78.18191828053256,17/11/2015
191,Murder,Deepak Choudhary,10:24:00,Mylapore,2021-06-01,No,1 year,Suresh Iyer,Political,8.776306238686153,78.13249507040848,23/09/2022
192,Theft,Mohan Verma,23:47:00,Purasawalkam,2017-12-23,No,1 year,-,Political,8.765307653269206,78.12995156790357,16/09/2019
193,Assault,Pooja Mehta,22:20:00,Mylapore,2022-02-03,No,10 years,,,8.76394337882385,78.18866136435582,05/01/2016
194,Kidnapping,Ramesh Gupta,11:10:00,Mylapore,2020-11-01,No,3 years,Anita Sharma,Self-Defense,8.724560344549053,78.1042015417818,18/03/2020
195,,Ramesh Gupta,10:37:00,Purasawalkam,2020-04-24,No,2 years,Mohan Verma,Accidental,8.70849393429116,78.14632931971661,17/02/2020
196,Cyber Crime,Rajesh Kumar,15:58:00,Anna Nagar,2018-11-18,Yes,5 years,-,Political,8.774701796618142,78.1148480034769,31/08/2018
197,Kidnapping,Mohan Verma,19:36:00,Purasawalkam,2017-11-09,Yes,10 years,,Financial Gain,8.704973868543552,78.14728642204132,17/08/2019
198,Assault,Nikita Sinha,19:08:00,Purasawalkam,2020-11-20,No,,,Accidental,8.727996584632933,78.10239660110261,12/05/2019
199,Theft,Rajesh Kumar,21:04:00,Mylapore,2023-08-24,Yes,,-,Revenge,8.766156598826296,78.17117724381494,01/08/2018
200,,Rajesh Kumar,02:54:00,Anna Nagar,2018-10-04,Yes,3 years,,Accidental,8.78780265774099,78.12621185307577,02/07/2018
201,Murder,Nikita Sinha,16:53:00,Adyar,2016-08-28,Yes,6 months,-,Personal Feud,8.71438260017527,78.11054819870706,12/04/2019
202,Assault,Vikram Rao,19:38:00,Adyar,2024-07-14,Yes,10 years,Suresh Iyer,Political,8.751872216723932,78.15810490215382,16/09/2020
203,Assault,Nikita Sinha,12:56:00,Velachery,2022-11-22,Yes,5 years,Deepak Choudhary,,8.73127692962219,78.11318776527148,13/03/2019
204,Cyber Crime,Nikita Sinha,18:32:00,T. Nagar,2018-02-14,Yes,3 years,-,Revenge,8.780899083523929,78.14859962922277,11/02/2019
205,Theft,Vikram Rao,14:48:00,,2016-08-02,Yes,10 years,,Financial Gain,8.719984014729569,78.12923250105467,17/08/2020
206,Kidnapping,Nikita Sinha,23:08:00,Mylapore,2016-02-23,Yes,3 years,Mohan Verma,Personal Feud,8.792002156493336,78.1251951603116,12/01/2019
207,Theft,Rajesh Kumar,07:40:00,T. Nagar,2022-12-12,No,1 year,Mohan Verma,Personal Feud,8.752005943137394,78.16227361897248,02/06/2018
208,Kidnapping,Nikita Sinha,18:21:00,Velachery,2021-08-04,Yes,2 years,Suresh Iyer,Revenge,8.713069575729685,78.1991561603004,13/12/2018
209,Fraud,Vikram Rao,04:14:00,Adyar,2024-05-20,Yes,1 year,Mohan Verma,Political,8.796825380928162,78.1715735329862,18/07/2020
210,Fraud,Pooja Mehta,19:30:00,Mylapore,2021-09-14,No,3 years,Deepak Choudhary,Self-Defense,8.750720925912631,78.18663087473098,06/12/2015
211,Assault,Anita Sharma,17:33:00,Velachery,2020-06-03,Yes,6 months,Deepak Choudhary,Political,8.791135264665607,78.16293140195683,17/08/2013
212,Kidnapping,,00:08:00,T. Nagar,2018-04-13,Yes,1 year,,Personal Feud,8.790339228921717,78.12579741110957,
213,Fraud,Rajesh Kumar,20:05:00,T. Nagar,2021-02-12,Yes,1 year,Suresh Iyer,Revenge,8.706566165731989,78.1611902468215,03/05/2018
214,Kidnapping,Ramesh Gupta,07:51:00,Purasawalkam,2017-11-06,Yes,1 year,Mohan Verma,Accidental,8.787837380997711,78.19936464578916,18/01/2020
215,Murder,Mohan Verma,07:17:00,Purasawalkam,2024-09-17,No,2 years,Anita Sharma,Political,8.712643166102158,78.14628244523594,18/07/2019
216,,Deepak Choudhary,18:08:00,Purasawalkam,2023-12-17,Yes,2 years,Deepak Choudhary,Self-Defense,8.717350718116784,78.11489120603733,24/08/2022
217,Assault,Rajesh Kumar,12:09:00,Royapettah,2021-08-27,Yes,2 years,,Personal Feud,8.756711701823786,78.15970608699932,03/04/2018
218,Murder,Deepak Choudhary,17:28:00,Royapettah,2023-03-15,No,5 years,Anita Sharma,,8.77290212294381,78.1171931657547,25/07/2022
219,Kidnapping,Mohan Verma,11:52:00,Royapettah,2015-03-05,Yes,3 years,Anita Sharma,,8.771480593624581,78.19259590938832,18/06/2019
220,Murder,Nikita Sinha,22:41:00,T. Nagar,2019-10-15,No,6 months,Anita Sharma,Revenge,8.709524415037222,78.17058763608996,13/11/2018
221,Murder,Mohan Verma,03:11:00,Adyar,2023-05-01,No,6 months,Deepak Choudhary,Political,8.707856386184792,78.10063642608485,19/05/2019
222,Kidnapping,Rajesh Kumar,04:59:00,Purasawalkam,2017-08-10,No,2 years,Mohan Verma,,8.78910335763093,78.15924149918365,04/03/2018
223,Assault,Vikram Rao,14:23:00,Mylapore,2018-01-22,No,1 year,Deepak Choudhary,Self-Defense,8.760758225006215,78.14395812301835,18/06/2020
224,Kidnapping,Nikita Sinha,21:01:00,Mylapore,2017-03-17,No,,Mohan Verma,Self-Defense,8.775110749563568,78.12425334968607,14/10/2018
225,Theft,Suresh Iyer,12:11:00,Mylapore,2015-10-24,Yes,3 years,Anita Sharma,Self-Defense,8.76478141631245,78.18353334416727,18/12/2022
226,Cyber Crime,Suresh Iyer,16:33:00,Purasawalkam,2021-09-25,No,1 year,Suresh Iyer,Accidental,8.755564415095511,78.10880044929552,18/11/2022
227,Cyber Crime,Vikram Rao,03:37:00,Kodambakkam,2023-03-12,Yes,2 years,Anita Sharma,Financial Gain,8.764019751204843,78.19783937048383,19/05/2020
228,Kidnapping,Ramesh Gupta,06:08:00,Anna Nagar,2022-02-11,No,6 months,Deepak Choudhary,Financial Gain,8.709171768574341,78.17849399178495,19/12/2019
229,Assault,,03:03:00,Purasawalkam,2018-09-22,No,6 months,Mohan Verma,Self-Defense,8.700308468391595,78.13680013048344,
230,,Suresh Iyer,04:32:00,,2016-08-13,No,5 years,Deepak Choudhary,Accidental,8.786858539486513,78.19630390123744,19/10/2022
231,Kidnapping,Ramesh Gupta,09:01:00,,2019-12-13,Yes,5 years,Anita Sharma,Revenge,8.714525865361786,78.19455544951138,19/11/2019
232,Cyber Crime,Nikita Sinha,03:49:00,Mylapore,2018-12-20,Yes,1 year,Deepak Choudhary,Personal Feud,8.778029313908766,78.10311496298965,14/09/2018
233,Theft,Amit Joshi,12:59:00,Purasawalkam,2022-10-01,No,10 years,Mohan Verma,Self-Defense,8.710461215544541,78.17609443937503,18/10/2015
234,Theft,Rajesh Kumar,02:57:00,Mylapore,2015-12-11,Yes,3 years,Anita Sharma,Self-Defense,8.771159847307757,78.19089823714702,02/02/2018
235,Murder,Pooja Mehta,17:41:00,Adyar,2020-05-12,Yes,2 years,,Political,8.708431302474601,78.15613246016083,06/11/2015
236,Cyber Crime,Mohan Verma,11:05:00,Purasawalkam,2018-08-28,Yes,10 years,Anita Sharma,,8.741135717939438,78.12746747113496,19/04/2019
237,Assault,Mohan Verma,20:21:00,Anna Nagar,2024-09-23,No,2 years,,Accidental,8.742519273004456,78.15706732381665,20/03/2019
238,Theft,Rajesh Kumar,18:51:00,,2024-12-24,No,2 years,,,8.711808968042643,78.15945803288213,03/01/2018
239,Drug Possession,Mohan Verma,02:25:00,Purasawalkam,2017-02-20,Yes,10 years,Anita Sharma,Revenge,8.736872523524292,78.13692988583549,18/02/2019
240,Assault,Anita Sharma,01:35:00,T. Nagar,2015-08-02,Yes,3 years,Anita Sharma,Revenge,8.788190770878604,78.11687131386734,18/07/2013
241,Cyber Crime,,10:41:00,Royapettah,2020-10-13,No,6 months,Mohan Verma,Personal Feud,8.706414654517815,78.10662625153897,
242,Theft,Mohan Verma,05:23:00,Adyar,2022-09-03,Yes,3 years,Suresh Iyer,Personal Feud,8.740394574692923,78.17016444287475,19/01/2019
243,Drug Possession,Vikram Rao,01:05:00,Royapettah,2019-09-18,Yes,10 years,Suresh Iyer,Personal Feud,8.747678945517684,78.10708467327105,19/04/2020
244,,Pooja Mehta,06:45:00,Kodambakkam,2021-12-26,Yes,5 years,Deepak Choudhary,Financial Gain,8.755625223717285,78.18489880360575,07/10/2015
245,,Pooja Mehta,10:17:00,Mylapore,2024-03-10,No,1 year,Deepak Choudhary,Self-Defense,8.779562775521526,78.10376312213364,07/09/2015
246,,Deepak Choudhary,05:50:00,Anna Nagar,2019-05-12,No,1 year,Mohan Verma,Financial Gain,8.75868726677626,78.1015503026891,25/06/2022
247,Cyber Crime,Rajesh Kumar,13:35:00,Velachery,2017-07-26,Yes,5 years,Anita Sharma,Political,8.725146625715482,78.1716384456255,04/12/2017
248,Kidnapping,Ramesh Gupta,22:24:00,Velachery,2019-08-07,No,5 years,Anita Sharma,Self-Defense,8.74773491148375,78.17451247322774,20/10/2019
249,Assault,Mohan Verma,09:19:00,Royapettah,2024-12-09,Yes,2 years,Mohan Verma,Political,8.757725752076212,78.16051475613324,20/12/2018
250,Murder,Rajesh Kumar,16:21:00,Anna Nagar,2020-04-16,No,10 years,-,Revenge,8.700833686016534,78.18559225553149,04/11/2017
251,Kidnapping,Deepak Choudhary,11:34:00,Kodambakkam,2016-03-05,Yes,2 years,Suresh Iyer,Revenge,8.779682889255161,78.12808458554156,26/05/2022
252,Drug Possession,Vikram Rao,13:04:00,,2017-03-20,No,6 months,Mohan Verma,Accidental,8.739199425252126,78.15450610359038,20/03/2020
253,Fraud,Nikita Sinha,22:59:00,Kodambakkam,2024-08-03,No,10 years,Suresh Iyer,Accidental,8.783383049996624,78.14949804718204,15/08/2018
254,Cyber Crime,Suresh Iyer,13:40:00,T. Nagar,2018-03-23,Yes,6 months,Mohan Verma,Revenge,8.738003078441924,78.14305253627106,19/09/2022
255,Drug Possession,Nikita Sinha,09:30:00,Royapettah,2019-06-14,Yes,10 years,,Accidental,8.758748531545388,78.15633396600963,16/07/2018
256,Drug Possession,Suresh Iyer,14:42:00,Royapettah,2021-10-02,Yes,10 years,Anita Sharma,Personal Feud,8.762208763325273,78.17489751246018,20/08/2022
257,Drug Possession,Deepak Choudhary,10:35:00,Adyar,2024-06-02,Yes,2 years,,Self-Defense,8.754163642859154,78.18750161845848,26/04/2022
258,Cyber Crime,Anita Sharma,07:09:00,Mylapore,2019-10-27,Yes,2 years,Deepak Choudhary,Financial Gain,8.72882917283471,78.19989158332439,18/06/2013
259,Murder,Mohan Verma,20:17:00,Kodambakkam,2020-08-05,Yes,2 years,Anita Sharma,Accidental,8.760567868143664,78.16696785813016,20/11/2018
260,Murder,Nikita Sinha,21:33:00,Adyar,2020-08-23,No,3 years,Anita Sharma,Revenge,8.74305032264601,78.1550900328627,16/06/2018
261,Murder,Vikram Rao,04:02:00,Velachery,2015-01-26,Yes,,Anita Sharma,Political,8.746492089047702,78.163443892538,19/02/2020
262,Murder,Anita Sharma,02:57:00,Mylapore,2019-03-26,No,3 years,-,Revenge,8.724391283391192,78.10535041167891,19/05/2013
263,Fraud,,19:59:00,Royapettah,2020-02-11,Yes,1 year,Mohan Verma,Financial Gain,8.783258623457618,78.124564173643,
264,Cyber Crime,Ramesh Gupta,09:26:00,Purasawalkam,2020-12-11,Yes,1 year,Deepak Choudhary,Accidental,8.717739815800577,78.12219339795247,20/09/2019
265,Fraud,Deepak Choudhary,03:03:00,Velachery,2024-07-06,Yes,10 years,Anita Sharma,Accidental,8.705910223841782,78.13896835177292,27/03/2022
266,Assault,Anita Sharma,03:21:00,T. Nagar,2023-12-10,No,10 years,Suresh Iyer,Personal Feud,8.772241268531543,78.13801101295189,19/04/2013
267,,Rajesh Kumar,04:35:00,Velachery,2018-11-05,No,10 years,Deepak Choudhary,Revenge,8.783623193088054,78.11713970103575,05/10/2017
268,Theft,Ramesh Gupta,01:25:00,Anna Nagar,2016-05-12,No,6 months,Mohan Verma,Personal Feud,8.722188013170545,78.13401184470322,21/08/2019
269,Fraud,Ramesh Gupta,19:58:00,Kodambakkam,2022-05-25,Yes,10 years,Deepak Choudhary,Financial Gain,8.7606758814868,78.14239605179411,22/07/2019
270,Theft,Vikram Rao,01:10:00,Royapettah,2024-03-18,Yes,,Mohan Verma,Self-Defense,8.773854976977008,78.10767912989769,20/01/2020
271,Assault,Suresh Iyer,08:14:00,Royapettah,2018-10-28,No,3 years,Mohan Verma,Self-Defense,8.760174652036705,78.18356860954239,21/07/2022
272,Kidnapping,Vikram Rao,21:48:00,Mylapore,2015-07-21,Yes,1 year,Mohan Verma,Self-Defense,8.732498255517022,78.17044494724729,21/12/2019
273,Drug Possession,Mohan Verma,22:31:00,Velachery,2022-04-12,No,1 year,Suresh Iyer,Self-Defense,8.757298106117904,78.19214519008564,21/10/2018
274,Murder,Amit Joshi,22:51:00,Royapettah,2021-09-18,Yes,,Anita Sharma,,8.713897807627685,78.1661322203811,18/09/2015
275,,Nikita Sinha,21:54:00,Velachery,2022-08-06,Yes,1 year,Anita Sharma,Accidental,8.7053163642721,78.15921172570762,17/05/2018
276,Theft,Nikita Sinha,04:59:00,Anna Nagar,2024-02-24,No,6 months,Anita Sharma,Self-Defense,8.739588768413906,78.19549481386281,17/04/2018
277,Murder,Rajesh Kumar,05:03:00,Mylapore,2015-12-11,No,10 years,Mohan Verma,Personal Feud,8.7631386083721,78.12604467439222,05/09/2017
278,Cyber Crime,Rajesh Kumar,08:22:00,Velachery,2015-12-22,No,2 years,,,8.720931936231741,78.161673260396,06/08/2017
279,Assault,Ramesh Gupta,21:54:00,Purasawalkam,2023-03-13,No,5 years,Suresh Iyer,Financial Gain,8.719762777006034,78.18054973778703,22/06/2019
280,Murder,Amit Joshi,00:35:00,Anna Nagar,2019-03-15,No,3 years,,Accidental,8.747711467917297,78.10156845192297,19/08/2015
281,Kidnapping,Pooja Mehta,17:19:00,Purasawalkam,2018-02-09,Yes,,Deepak Choudhary,Revenge,8.767859940914814,78.12555787081303,08/08/2015
282,Drug Possession,Deepak Choudhary,01:59:00,Kodambakkam,2019-07-23,No,3 years,,Revenge,8.748433133093059,78.18066737730037,25/02/2022
283,Kidnapping,Nikita Sinha,16:08:00,Kodambakkam,2018-02-23,No,1 year,Anita Sharma,Financial Gain,8.777885451854491,78.1520258235016,18/03/2018
284,Drug Possession,Anita Sharma,06:56:00,Kodambakkam,2016-10-03,No,5 years,Anita Sharma,Accidental,8.742838038673568,78.19844786572855,20/03/2013
285,Fraud,Rajesh Kumar,12:53:00,Royapettah,2015-06-15,Yes,6 months,Suresh Iyer,Accidental,8.766845800601876,78.14170490071544,07/07/2017
286,Cyber Crime,Rajesh Kumar,03:26:00,Mylapore,2015-12-11,Yes,,-,Personal Feud,8.728091520365053,78.19000878393462,07/06/2017
287,Cyber Crime,Pooja Mehta,12:27:00,Purasawalkam,2024-05-09,Yes,6 months,Deepak Choudhary,Financial Gain,8.738965611280136,78.13932362488906,09/07/2015
288,Fraud,Vikram Rao,13:55:00,Anna Nagar,2017-04-20,No,,Deepak Choudhary,Revenge,8.769010638715756,78.18068598749814,21/11/2019
289,Cyber Crime,Mohan Verma,00:12:00,Velachery,2024-02-03,No,,Anita Sharma,Self-Defense,8.755902213623491,78.14591331395015,21/09/2018
290,Cyber Crime,Ramesh Gupta,03:42:00,Anna Nagar,2018-01-26,Yes,1 year,Mohan Verma,Self-Defense,8.740583348006215,78.12425014424288,23/05/2019
291,Fraud,Ramesh Gupta,01:03:00,,2020-03-19,No,,-,Financial Gain,8.737126983811372,78.19835947438538,23/04/2019
292,Drug Possession,Vikram Rao,04:01:00,Velachery,2019-08-28,No,,,Political,8.708992562041674,78.16698918847533,22/10/2019
293,Theft,Suresh Iyer,06:39:00,Royapettah,2022-04-07,Yes,10 years,,Personal Feud,8.738386231636117,78.11408158645483,21/06/2022
294,Cyber Crime,Suresh Iyer,06:04:00,Anna Nagar,2017-06-01,No,5 years,Anita Sharma,Personal Feud,8.748762875722878,78.10837247381173,22/05/2022
295,Fraud,Nikita Sinha,20:14:00,T. Nagar,2023-12-10,Yes,,Suresh Iyer,Revenge,8.724933660128865,78.19047990095001,16/02/2018
296,Assault,Ramesh Gupta,20:32:00,Adyar,2019-11-27,No,5 years,Suresh Iyer,Financial Gain,8.794450621177338,78.19577722261258,24/03/2019
297,Cyber Crime,Suresh Iyer,21:46:00,Adyar,2015-06-21,Yes,10 years,,Self-Defense,8.743375906617775,78.12528571230423,22/04/2022
298,Cyber Crime,Nikita Sinha,13:37:00,Purasawalkam,2020-02-26,Yes,10 years,Mohan Verma,,8.773327938792463,78.13579276434655,17/01/2018
299,Murder,Deepak Choudhary,04:53:00,Anna Nagar,2017-07-13,Yes,2 years,Anita Sharma,Self-Defense,8.745047781701656,78.18676189502425,26/01/2022
300,Murder,Pooja Mehta,14:34:00,T. Nagar,2021-09-12,Yes,10 years,Mohan Verma,Personal Feud,8.737859968307074,78.17378578900849,09/06/2015
301,Drug Possession,Pooja Mehta,22:07:00,Adyar,2022-02-20,No,5 years,-,Accidental,8.78409471928111,78.1432732420122,10/05/2015
302,Assault,Vikram Rao,17:30:00,Adyar,2024-04-21,Yes,1 year,-,Revenge,8.746518924085892,78.13597133419819,22/09/2019
303,Kidnapping,Ramesh Gupta,18:05:00,Velachery,2017-10-18,Yes,,-,Personal Feud,8.703611976795843,78.13057428680281,22/02/2019
304,,Rajesh Kumar,12:53:00,Mylapore,2020-03-20,Yes,,Anita Sharma,Self-Defense,8.711442281367622,78.12656438247534,08/05/2017
305,Fraud,Anita Sharma,18:40:00,Royapettah,2016-02-08,Yes,,-,Political,8.764553012579494,78.14253531620555,18/02/2013
306,Kidnapping,Anita Sharma,17:31:00,T. Nagar,2016-10-18,Yes,10 years,Deepak Choudhary,Personal Feud,8.782275007151858,78.10647622000825,19/01/2013
307,Cyber Crime,Suresh Iyer,13:45:00,Velachery,2020-06-12,Yes,6 months,,Revenge,8.75773620786378,78.18192864126081,23/03/2022
308,Kidnapping,Anita Sharma,09:49:00,Mylapore,2019-04-07,No,6 months,-,Political,8.741308934082435,78.16976085255895,20/12/2012
309,Drug Possession,Deepak Choudhary,03:08:00,Kodambakkam,2016-09-18,Yes,5 years,,Accidental,8.76104832314289,78.1723602829355,27/12/2021
310,Kidnapping,Rajesh Kumar,15:12:00,Velachery,2016-11-12,No,6 months,Suresh Iyer,Accidental,8.709834927607833,78.1903442551746,08/04/2017
311,Assault,Suresh Iyer,17:02:00,Anna Nagar,2021-12-18,No,2 years,Deepak Choudhary,Financial Gain,8.776600653063593,78.11054673785777,21/02/2022
312,Fraud,Deepak Choudhary,12:01:00,Mylapore,2015-06-15,No,5 years,Deepak Choudhary,Revenge,8.770941548399847,78.18213145210008,27/11/2021
313,Drug Possession,Mohan Verma,01:03:00,Mylapore,2021-02-25,No,3 years,,Self-Defense,8.740610488462961,78.19867471910926,22/08/2018
314,Kidnapping,Pooja Mehta,07:27:00,Kodambakkam,2018-03-03,No,1 year,-,Revenge,8.787575578324985,78.1735024520912,10/04/2015
315,Murder,Mohan Verma,16:25:00,Velachery,2023-08-10,Yes,3 years,-,Accidental,8.730391725242168,78.14226337987793,23/07/2018
316,Kidnapping,Mohan Verma,16:51:00,Anna Nagar,2021-08-23,Yes,2 years,-,Personal Feud,8.71193286812776,78.10734716973836,23/06/2018
317,Murder,Amit Joshi,07:42:00,Adyar,2016-06-16,No,5 years,-,Self-Defense,8.734564456830462,78.14596916437254,20/07/2015
318,Fraud,Mohan Verma,09:37:00,Adyar,2021-11-02,No,5 years,Deepak Choudhary,Self-Defense,8.758476599855374,78.10588630921043,24/05/2018
319,Theft,Vikram Rao,19:46:00,Mylapore,2018-10-20,No,6 months,,Revenge,8.759579398211818,78.16143545756943,23/08/2019
320,Theft,Ramesh Gupta,00:06:00,T. Nagar,2019-04-04,No,10 years,-,Personal Feud,8.77958053185498,78.12489770324648,23/01/2019
321,Murder,Ramesh Gupta,08:51:00,Royapettah,2021-08-12,Yes,,Anita Sharma,Accidental,8.766919911154647,78.11884445190351,24/12/2018
322,Fraud,Mohan Verma,05:41:00,T. Nagar,2023-03-02,No,3 years,Deepak Choudhary,Self-Defense,8.738455114552433,78.11122761539443,24/04/2018
323,Cyber Crime,Suresh Iyer,21:47:00,Adyar,2016-12-26,Yes,2 years,Anita Sharma,Personal Feud,8.714344190305512,78.16143282196774,22/01/2022
324,Drug Possession,Amit Joshi,00:55:00,Anna Nagar,2015-10-10,Yes,6 months,Anita Sharma,Political,8.786684427762324,78.12318649968044,20/06/2015
325,Cyber Crime,Suresh Iyer,00:47:00,Kodambakkam,2015-12-22,No,5 years,-,Financial Gain,8.711357144292679,78.14621035213368,23/12/2021
326,Theft,Mohan Verma,01:35:00,Velachery,2022-07-11,No,1 year,Suresh Iyer,Political,8.707629227551983,78.1407985581123,25/03/2018
327,,,19:39:00,,2024-10-28,No,3 years,Mohan Verma,Accidental,8.787176239635219,78.13747729339018,
328,Drug Possession,Vikram Rao,01:29:00,Kodambakkam,2018-10-08,Yes,1 year,,Personal Feud,8.791295845907326,78.14979498155903,24/07/2019
329,Assault,Vikram Rao,09:00:00,Mylapore,2022-08-05,Yes,,-,,8.71004228831777,78.19947277597745,24/06/2019
330,Assault,Ramesh Gupta,13:11:00,Mylapore,2018-05-20,No,5 years,Suresh Iyer,Self-Defense,8.7173139404582,78.16773392872757,24/11/2018
331,Cyber Crime,Rajesh Kumar,14:25:00,Mylapore,2016-12-22,No,10 years,Deepak Choudhary,Personal Feud,8.705283889060821,78.11149773804264,09/03/2017
332,Fraud,Anita Sharma,11:58:00,Adyar,2019-06-04,Yes,3 years,Mohan Verma,Revenge,8.761373702217728,78.10362858583588,20/11/2012
333,Fraud,Pooja Mehta,01:42:00,Mylapore,2019-11-12,Yes,1 year,Suresh Iyer,Political,8.755220130114852,78.15743641955801,11/03/2015
334,Theft,Mohan Verma,20:51:00,Mylapore,2024-08-04,Yes,6 months,,Political,8.77325568145978,78.15302127374686,23/02/2018
335,Fraud,Amit Joshi,09:24:00,T. Nagar,2015-11-20,Yes,6 months,Mohan Verma,Revenge,8.731870166202862,78.16239714672626,21/05/2015
336,Cyber Crime,Suresh Iyer,18:54:00,Purasawalkam,2024-01-11,No,5 years,Mohan Verma,Financial Gain,8.787112860664445,78.10249923489226,23/11/2021
337,Kidnapping,Mohan Verma,18:55:00,Anna Nagar,2019-04-11,No,6 months,Anita Sharma,Self-Defense,8.775493217709933,78.17275848559967,24/01/2018
338,Murder,,23:54:00,Kodambakkam,2020-04-10,Yes,2 years,-,Political,8.795323298294328,78.1985661336656,
339,Kidnapping,Rajesh Kumar,17:22:00,Velachery,2023-07-03,Yes,2 years,Suresh Iyer,,8.727643895581464,78.11764897786814,07/02/2017
340,Assault,Anita Sharma,07:33:00,Mylapore,2016-07-09,No,2 years,Anita Sharma,Political,8.790572427054014,78.12464408627469,21/10/2012
